Chrom (mm10),Start (mm10),End (mm10),Assembly (original),Chrom (original),Start (original),End (original),VISTA identifier,Limb-activity,Considered in ML
chr5,119667994,119668856,hg19,chr12,115124394,115125300,hs483,positive,yes
chr5,119668987,119669582,hg19,chr12,115123533,115124174,hs482,negative,yes
chr5,119795903,119797675,mm9,chr5,120245912,120247684,mm1282,negative,yes
chr5,119821983,119824240,mm9,chr5,120271992,120274249,mm370,negative,yes
chr5,119976562,119977191,hg19,chr12,114660367,114661006,hs498,negative,yes
chr5,120135778,120136934,mm9,chr5,120585787,120586943,mm144,negative,yes
chr5,120287383,120288927,hg19,chr12,114101195,114103805,hs1571,negative,yes
chr5,121925608,121927679,mm9,chr5,122375617,122377688,mm911,negative,yes
chr5,122032503,122033356,hg19,chr12,111495397,111496252,hs611,negative,yes
chr5,122092218,122094768,mm9,chr5,122542227,122544777,mm77,negative,yes
chr5,124171521,124176494,hg19,chr12,123546924,123551725,hs1973,negative,yes
chr5,131580380,131582372,hg19,chr7,70103123,70104331,hs925,positive,yes
chr5,131693648,131694371,hg19,chr7,69980613,69981299,hs833,negative,yes
chr5,131780893,131781638,hg19,chr7,69891243,69892028,hs846,negative,yes
chr5,131794315,131795265,hg19,chr7,69881761,69882691,hs827,negative,yes
chr5,131919678,131921484,hg19,chr7,69731835,69734096,hs2318,negative,yes
chr5,131929775,131931745,hg19,chr7,69720457,69721867,hs2317,negative,yes
chr5,131948446,131949774,hg19,chr7,69702231,69703615,hs658,negative,yes
chr5,131990290,131991735,hg19,chr7,69646374,69649029,hs2316,negative,yes
chr5,132032772,132035461,hg19,chr7,69596979,69598263,hs1425,negative,yes
chr5,132228612,132230350,hg19,chr7,69399070,69400682,hs1660,negative,yes
chr5,132293079,132295164,hg19,chr7,69325868,69327684,hs2315,negative,yes
chr5,139536245,139537428,hg19,chr7,1265154,1266318,hs293,negative,yes
chr5,139538772,139540184,hg19,chr7,1267832,1269169,hs173,negative,yes
chr5,147155041,147156530,hg19,chr13,28318579,28320134,hs1568,negative,yes
chr5,147222660,147224221,hg19,chr13,28395961,28397536,hs532,negative,yes
chr5,149320224,149322610,hg19,chr13,31364918,31367891,hs1515,negative,yes
chr6,3509886,3514285,mm9,chr6,3459886,3464285,mm801,negative,yes
chr6,4456170,4459324,hg19,chr7,93975962,93978880,hs1626,negative,yes
chr6,4483463,4485322,mm9,chr6,4433463,4435322,mm398,positive,yes
chr6,4488993,4490635,mm9,chr6,4438993,4440635,mm399,negative,yes
chr6,4553537,4555066,mm9,chr6,4503537,4505066,mm400,positive,yes
chr6,5507996,5512142,hg19,chr7,95236622,95240458,hs1831,negative,yes
chr6,5997407,5997858,hg19,chr7,95696530,95697029,hs2314,negative,yes
chr6,6005995,6006609,hg19,chr7,95705089,95705696,hs2308,positive,yes
chr6,6026899,6028252,hg19,chr7,95726279,95727680,hs2309,positive,yes
chr6,6058480,6059027,hg19,chr7,95765880,95766473,hs2313,positive,yes
chr6,6161772,6164755,hg19,chr7,95874847,95878101,hs1642,negative,yes
chr6,6316533,6317120,hg19,chr7,96075405,96075991,hs2312,negative,yes
chr6,6363941,6364446,hg19,chr7,96124918,96125415,hs2311,negative,yes
chr6,6458809,6459379,hg19,chr7,96221075,96221574,hs2310,negative,yes
chr6,6861655,6862377,hg19,chr7,96633582,96634303,hs298,negative,yes
chr6,9834715,9835886,hg19,chr7,9271308,9272358,hs799,negative,yes
chr6,11534744,11535814,hg19,chr7,10684318,10685359,hs793,negative,yes
chr6,14754338,14755302,hg19,chr7,113558123,113559105,hs1876,negative,yes
chr6,14980242,14981244,hg19,chr7,113793545,113794562,hs720,negative,yes
chr6,15182428,15183744,hg19,chr7,114052100,114053403,hs1069,negative,yes
chr6,15185821,15187224,hg19,chr7,114055419,114056748,hs1167,negative,yes
chr6,15187323,15189118,hg19,chr7,114056847,114058647,hs218,negative,yes
chr6,15192947,15194270,hg19,chr7,114062615,114063919,hs219,negative,yes
chr6,15201156,15203663,hg19,chr7,114070779,114073266,hs220,negative,yes
chr6,15257106,15258522,hg19,chr7,114142132,114143527,hs999,negative,yes
chr6,15322791,15324149,hg19,chr7,114208952,114210310,hs221,negative,yes
chr6,15368271,15370231,hg19,chr7,114261073,114263089,hs1080,negative,yes
chr6,15399348,15401975,hg19,chr7,114287987,114290557,hs954,negative,yes
chr6,15404452,15405550,hg19,chr7,114292900,114293972,hs1215,negative,yes
chr6,15406720,15407971,hg19,chr7,114295109,114296373,hs222,negative,yes
chr6,15411326,15413759,hg19,chr7,114299711,114302078,hs956,negative,yes
chr6,15435024,15437812,hg19,chr7,114326912,114329772,hs966,negative,yes
chr6,15486410,15487741,hg19,chr7,114381553,114382837,hs785,negative,yes
chr6,15500356,15501750,hg19,chr7,114395170,114396591,hs792,negative,yes
chr6,15610145,15610753,hg19,chr7,114463797,114464462,hs1192,negative,yes
chr6,16313991,16314934,hg19,chr7,115113551,115114543,hs684,negative,yes
chr6,16315852,16317823,hg19,chr7,115115427,115117325,hs299,negative,yes
chr6,16332591,16334210,hg19,chr7,115133829,115135428,hs300,negative,yes
chr6,16482618,16484681,hg19,chr7,115262750,115264769,hs861,negative,yes
chr6,16530409,16531733,hg19,chr7,115295267,115296597,hs738,negative,yes
chr6,16547563,16549382,hg19,chr7,115313238,115315056,hs190,negative,yes
chr6,16725956,16729599,hg19,chr7,115451531,115454796,hs1798,negative,yes
chr6,16835376,16835875,hg19,chr7,115582121,115582622,hs301,negative,yes
chr6,17170073,17174875,hg19,chr7,115993663,115997109,hs2071,negative,yes
chr6,21878022,21880817,hg19,chr7,120536767,120540791,hs1988,negative,yes
chr6,23271299,23275344,hg19,chr7,121967528,121971078,hs1809,negative,yes
chr6,28395025,28398247,hg19,chr7,127174386,127177546,hs1308,negative,yes
chr6,30635908,30637351,hg19,chr7,130012949,130014460,hs2387,negative,yes
chr6,35353329,35355339,hg19,chr7,135456908,135459236,hs1508,negative,yes
chr6,35631496,35636352,hg19,chr7,135742628,135745716,hs2077,negative,yes
chr6,39239850,39243498,hg19,chr7,139910588,139914247,hs2082,negative,yes
chr6,39541755,39546349,mm9,chr6,39491754,39496348,mm1321,negative,yes
chr6,47203069,47205158,hg19,chr7,147972273,147975381,hs2258,negative,yes
chr6,50336190,50338926,mm9,chr6,50286189,50288925,mm1383,negative,yes
chr6,50354039,50357303,mm9,chr6,50304038,50307302,mm1318,negative,yes
chr6,50810700,50811821,mm9,chr6,50760699,50761820,mm401,negative,yes
chr6,50821119,50823589,mm9,chr6,50771118,50773588,mm402,negative,yes
chr6,50889579,50892588,hg19,chr7,25533607,25536880,hs1677,negative,yes
chr6,50924548,50926237,mm9,chr6,50874547,50876236,mm403,negative,yes
chr6,50956956,50958238,mm9,chr6,50906955,50908237,mm404,negative,yes
chr6,50981071,50982330,mm9,chr6,50931070,50932329,mm405,negative,yes
chr6,50983967,50984810,mm9,chr6,50933966,50934809,mm406,positive,yes
chr6,51001488,51004105,hg19,chr7,25695037,25697616,hs1600,positive,yes
chr6,51051772,51053273,mm9,chr6,51001771,51003272,mm407,positive,yes
chr6,51076186,51078598,hg19,chr7,25791903,25794282,hs1325,negative,yes
chr6,51104235,51105195,mm9,chr6,51054234,51055194,mm408,negative,yes
chr6,51172427,51173473,mm9,chr6,51122426,51123472,mm409,negative,yes
chr6,51194713,51198223,hg19,chr7,25919000,25922541,hs1465,positive,yes
chr6,51333774,51334476,mm9,chr6,51283773,51284475,mm410,negative,yes
chr6,51361843,51362696,mm9,chr6,51311842,51312695,mm411,negative,yes
chr6,51708576,51709543,hg19,chr7,26524662,26525636,hs769,negative,yes
chr6,51857235,51858614,mm9,chr6,51807234,51808613,mm412,negative,yes
chr6,51878612,51879694,hg19,chr7,26728697,26729802,hs296,negative,yes
chr6,52178169,52178777,hg19,chr7,27156051,27156664,hs1703,negative,yes
chr6,52270433,52271615,hg19,chr7,27249858,27251057,hs501,negative,yes
chr6,52319082,52320287,hg19,chr7,27288268,27289491,hs629,negative,yes
chr6,52442617,52444529,mm9,chr6,52392611,52394523,mm48,positive,yes
chr6,52967026,52969651,hg19,chr7,28114903,28117771,hs1430,positive,yes
chr6,53468299,53472380,hg19,chr7,28630662,28634883,hs1604,positive,yes
chr6,55703699,55704797,hg19,chr7,31401914,31403016,hs297,negative,yes
chr6,61041566,61044404,hg19,chr4,90917033,90921053,hs1374,negative,yes
chr6,72215186,72218828,mm9,chr6,72165180,72168822,mm123,positive,yes
chr6,72653770,72655985,hg19,chr2,85504632,85506255,hs1457,negative,yes
chr6,84190935,84192863,hg19,chr2,71892481,71894470,hs1506,negative,yes
chr6,84196001,84198367,hg19,chr2,71898013,71900892,hs1479,positive,yes
chr6,85164955,85166474,hg19,chr2,73124730,73126091,hs1025,negative,yes
chr6,85218005,85218946,hg19,chr2,73174800,73175769,hs400,negative,yes
chr6,86479302,86480169,hg19,chr2,70360263,70361614,hs2058,negative,yes
chr6,89034676,89036253,mm9,chr6,88984670,88986247,mm471,negative,yes
chr6,91144563,91149338,mm9,chr6,91094557,91099332,mm1314,negative,yes
chr6,93818356,93823383,mm9,chr6,93768350,93773377,mm1316,negative,yes
chr6,93920902,93922409,hg19,chr3,65589981,65591565,hs2038,negative,yes
chr6,94753098,94757440,mm9,chr6,94703092,94707434,mm878,negative,yes
chr6,98112394,98114832,mm9,chr6,98062388,98064826,mm60,negative,yes
chr6,98509376,98511048,hg19,chr3,70565242,70566852,hs206,negative,yes
chr6,98625750,98627137,hg19,chr3,70701489,70702904,hs1214,negative,yes
chr6,98767392,98769033,hg19,chr3,70871316,70872957,hs207,negative,yes
chr6,98944759,98945317,hg19,chr3,71026229,71026764,hs1231,negative,yes
chr6,98952036,98953088,hg19,chr3,71034389,71035430,hs864,negative,yes
chr6,98968191,98969077,hg19,chr3,71052376,71053246,hs854,negative,yes
chr6,99012966,99014601,hg19,chr3,71099157,71100851,hs965,positive,yes
chr6,99066719,99068664,hg19,chr3,71153556,71155053,hs1092,negative,yes
chr6,99103307,99105363,hg19,chr3,71186391,71188583,hs1572,negative,yes
chr6,99169018,99170092,hg19,chr3,71253670,71255013,hs1160,negative,yes
chr6,99189657,99191464,hg19,chr3,71277312,71278956,hs630,negative,yes
chr6,99201230,99203437,hg19,chr3,71290418,71292584,hs187,negative,yes
chr6,99251427,99252239,mm9,chr6,99201421,99202233,mm242,negative,yes
chr6,99346432,99348898,hg19,chr3,71446827,71448809,hs1116,negative,yes
chr6,99394912,99396384,hg19,chr3,71499477,71500970,hs997,negative,yes
chr6,99403919,99405378,hg19,chr3,71507469,71508874,hs973,negative,yes
chr6,99466877,99467819,hg19,chr3,71573607,71574540,hs1149,negative,yes
chr6,99483861,99486227,hg19,chr3,71590897,71592786,hs1010,negative,yes
chr6,99886863,99889372,mm9,chr6,99836857,99839366,mm681,negative,yes
chr6,100196170,100197937,hg19,chr3,72368145,72370230,hs2006,negative,yes
chr6,101279930,101282506,mm9,chr6,101229924,101232500,mm682,negative,yes
chr6,101936781,101939346,hg19,chr3,74128752,74131018,hs1732,negative,yes
chr6,112813562,112816924,mm9,chr6,112763556,112766918,mm1364,negative,yes
chr6,114802640,114805326,mm9,chr6,114752658,114755344,mm1386,negative,yes
chr6,116358989,116359750,hg19,chr10,46052882,46055670,hs2065,negative,yes
chr6,117279209,117280409,mm9,chr6,117229227,117230427,mm247,negative,yes
chr6,119965437,119966145,hg19,chr12,974062,974779,hs523,negative,yes
chr6,120174234,120175208,mm9,chr6,120124252,120125226,mm168,negative,yes
chr6,120353929,120355330,hg19,chr12,516066,518656,hs1574,negative,yes
chr6,122392605,122396323,mm9,chr6,122342623,122346341,mm94,positive,yes
chr6,136468119,136471874,hg19,chr12,14410263,14414344,hs1505,negative,yes
chr6,137823549,137824777,hg19,chr12,16170590,16171824,hs798,negative,yes
chr6,138250896,138252847,hg19,chr12,16610045,16611936,hs607,negative,yes
chr6,138379417,138380507,hg19,chr12,16715315,16716360,hs336,negative,yes
chr6,138513754,138516103,hg19,chr12,16869033,16871415,hs561,negative,yes
chr6,138581719,138583348,hg19,chr12,16940708,16942322,hs661,negative,yes
chr6,138708663,138709796,hg19,chr12,17033316,17034417,hs700,negative,yes
chr6,138750056,138755631,hg19,chr12,17171711,17174776,hs1532,negative,yes
chr6,138872005,138874064,hg19,chr12,17311784,17313759,hs993,negative,yes
chr6,139142856,139144124,hg19,chr12,17657732,17659008,hs605,negative,yes
chr6,139174149,139174798,hg19,chr12,17710284,17711214,hs940,negative,yes
chr6,139278532,139280000,hg19,chr12,17824855,17826335,hs579,negative,yes
chr6,139293287,139294551,hg19,chr12,17848111,17849347,hs980,negative,yes
chr6,139475726,139476681,hg19,chr12,18229480,18230430,hs647,negative,yes
chr6,141294807,141295982,mm9,chr6,141243328,141244503,mm20,negative,yes
chr6,142666341,142669080,hg19,chr12,22044071,22045600,hs2151,negative,yes
chr6,143297273,143298460,mm9,chr6,143245793,143246980,mm450,negative,yes
chr6,143437339,143439026,mm9,chr6,143385859,143387546,mm451,positive,yes
chr6,143497298,143500849,hg19,chr12,23211482,23214744,hs1603,positive,yes
chr6,144312294,144314020,hg19,chr12,24233884,24235634,hs895,positive,yes
chr6,144366812,144368484,hg19,chr12,24291012,24292724,hs233,negative,yes
chr6,144944642,144946014,mm9,chr6,144893162,144894534,mm456,negative,yes
chr6,145455166,145459586,mm9,chr6,145403686,145408106,mm1353,negative,yes
chr7,6850507,6853396,mm9,chr7,6803218,6806107,mm1396,negative,yes
chr7,16404746,16406411,mm9,chr7,16990095,16991760,mm289,negative,yes
chr7,25624415,25625718,hg19,chr19,41936986,41938891,hs1948,negative,yes
chr7,34265155,34269793,mm9,chr7,35050174,35054812,mm1379,positive,yes
chr7,36133667,36134870,hg19,chr19,32452701,32453894,hs536,negative,yes
chr7,36331253,36332000,hg19,chr19,32208758,32209473,hs870,negative,yes
chr7,36731580,36732163,hg19,chr19,31806450,31807052,hs386,negative,yes
chr7,36944653,36945744,hg19,chr19,31587058,31588070,hs385,negative,yes
chr7,37514719,37516041,hg19,chr19,31002941,31004262,hs384,negative,yes
chr7,37600138,37601255,hg19,chr19,30892408,30893525,hs821,negative,yes
chr7,37627775,37629439,hg19,chr19,30861188,30862816,hs615,negative,yes
chr7,37649562,37652734,hg19,chr19,30840299,30843536,hs430,negative,yes
chr7,37723253,37724497,hg19,chr19,30767058,30768273,hs383,negative,yes
chr7,37743016,37744607,hg19,chr19,30747057,30748648,hs858,positive,yes
chr7,37896463,37897436,hg19,chr19,30574387,30575360,hs721,negative,yes
chr7,37904896,37905962,hg19,chr19,30565950,30567016,hs382,negative,yes
chr7,37970404,37971287,hg19,chr19,30494614,30495503,hs381,negative,yes
chr7,38050393,38051470,hg19,chr19,30379565,30380645,hs587,negative,yes
chr7,46122737,46124706,hg19,chr11,17434517,17436675,hs1977,negative,yes
chr7,48824185,48826415,hg19,chr11,19194084,19196536,hs2144,negative,yes
chr7,48859734,48863011,hg19,chr11,19238352,19241998,hs2146,negative,yes
chr7,51968458,51970961,mm9,chr7,59223828,59226331,mm684,negative,yes
chr7,63956077,63960826,hg19,chr15,31595790,31600208,hs2231,negative,yes
chr7,68010057,68013211,hg19,chr15,99257740,99262228,hs1932,negative,yes
chr7,68127362,68130866,mm9,chr7,75272248,75275752,mm727,negative,yes
chr7,69844768,69846095,hg19,chr15,97391638,97393001,hs184,negative,yes
chr7,70117149,70119433,hg19,chr15,97128054,97130294,hs1320,negative,yes
chr7,71745874,71747723,hg19,chr15,95335996,95337446,hs624,negative,yes
chr7,72540418,72543229,hg19,chr15,94524574,94527142,hs1686,negative,yes
chr7,76437642,76440363,mm9,chr7,83582528,83585249,mm1397,negative,yes
chr7,80118294,80122263,mm9,chr7,87263180,87267149,mm1320,negative,yes
chr7,80445068,80446500,mm9,chr7,87589954,87591386,mm169,negative,yes
chr7,80788938,80790184,mm9,chr7,87933824,87935070,mm170,negative,yes
chr7,82382717,82383985,hg19,chr15,84376560,84378448,hs1514,negative,yes
chr7,83060306,83061647,hg19,chr15,82179952,82181888,hs1494,negative,yes
chr7,83811918,83815428,mm9,chr7,90960428,90963938,mm729,positive,yes
chr7,89454520,89457635,hg19,chr11,86606894,86609999,hs1689,negative,yes
chr7,98956509,98958634,hg19,chr11,75758037,75760619,hs1435,positive,yes
chr7,99359662,99361402,hg19,chr11,75264066,75266752,hs1748,negative,yes
chr7,101713527,101714553,hg19,chr11,72080520,72081501,hs873,negative,yes
chr7,103858636,103859881,mm9,chr7,111007150,111008395,mm263,negative,yes
chr7,108796607,108799113,mm9,chr7,115940121,115942627,mm686,positive,yes
chr7,109113133,109117303,hg19,chr11,8226046,8230683,hs1859,negative,yes
chr7,109161322,109162713,hg19,chr11,8275137,8276335,hs183,negative,yes
chr7,109202812,109203341,hg19,chr11,8317705,8318230,hs333,negative,yes
chr7,109558267,109560092,hg19,chr11,8753701,8755208,hs2403,negative,yes
chr7,110162809,110166321,mm9,chr7,117306323,117309835,mm725,negative,yes
chr7,112280437,112281385,hg19,chr11,12203825,12205249,hs2378,negative,yes
chr7,112297825,112299422,mm9,chr7,119441339,119442936,mm79,negative,yes
chr7,112351476,112353289,hg19,chr11,12281493,12283415,hs2076,negative,yes
chr7,112824612,112827409,hg19,chr11,12865332,12868546,hs1314,positive,yes
chr7,114896548,114897751,hg19,chr11,15321699,15322906,hs681,negative,yes
chr7,115131420,115132739,hg19,chr11,15587041,15588314,hs692,negative,yes
chr7,115169640,115170725,hg19,chr11,15623970,15625123,hs235,negative,yes
chr7,115595838,115599194,mm9,chr7,122739352,122742708,mm897,negative,yes
chr7,115644905,115646551,hg19,chr11,16190865,16192453,hs1720,negative,yes
chr7,115745167,115746401,hg19,chr11,16311593,16312881,hs883,negative,yes
chr7,115749542,115750857,hg19,chr11,16316207,16317562,hs236,negative,yes
chr7,115824529,115825832,hg19,chr11,16377777,16379090,hs717,negative,yes
chr7,115864594,115867473,hg19,chr11,16423269,16426037,hs1301,negative,yes
chr7,116204293,116209469,hg19,chr11,16913136,16917745,hs2096,negative,yes
chr7,116687003,116687716,hg19,chr16,18240361,18241096,hs97,negative,yes
chr7,117242694,117244008,hg19,chr16,17745104,17746413,hs96,negative,yes
chr7,117756291,117757213,hg19,chr16,17096348,17097253,hs95,negative,yes
chr7,121252178,121253246,hg19,chr16,22684122,22685282,hs98,negative,yes
chr7,124032956,124034354,hg19,chr16,25759215,25760529,hs99,negative,yes
chr7,124502182,124503492,hg19,chr16,26226210,26227347,hs100,negative,yes
chr7,125764047,125765353,mm9,chr7,132907561,132908867,mm174,negative,yes
chr7,129743441,129744988,mm9,chr7,136886955,136888502,mm607,negative,yes
chr7,130059548,130061335,mm9,chr7,137203062,137204849,mm608,negative,yes
chr7,130425765,130427321,mm9,chr7,137569279,137570835,mm938,positive,yes
chr7,131463947,131465852,hg19,chr10,124827454,124829734,hs1319,negative,yes
chr7,131496657,131497909,hg19,chr10,124851813,124853071,hs329,positive,yes
chr7,131549727,131551322,hg19,chr10,124902927,124904638,hs1005,negative,yes
chr7,131712593,131713659,hg19,chr10,125108319,125109394,hs771,negative,yes
chr7,131777679,131778766,hg19,chr10,125188987,125190075,hs578,negative,yes
chr7,132807589,132808550,mm9,chr7,139999272,140000233,mm547,negative,yes
chr7,133189780,133190441,hg19,chr10,126905322,126906003,hs330,negative,yes
chr7,134677970,134680502,mm9,chr7,141869653,141872185,mm1405,negative,yes
chr7,135137921,135140618,mm9,chr7,142329604,142332301,mm1401,negative,yes
chr7,135756830,135757856,hg19,chr10,129964063,129965094,hs542,negative,yes
chr7,136083205,136084349,hg19,chr10,130366868,130368005,hs737,negative,yes
chr7,136490620,136492389,hg19,chr10,130831457,130833175,hs699,negative,yes
chr7,136737154,136739340,hg19,chr10,131106522,131108742,hs562,negative,yes
chr7,137002009,137003274,hg19,chr10,131400948,131402279,hs656,negative,yes
chr7,137005038,137006321,hg19,chr10,131404068,131405310,hs696,negative,yes
chr7,137039207,137041141,hg19,chr10,131445787,131447685,hs331,negative,yes
chr7,137091736,137093087,hg19,chr10,131514821,131516186,hs589,negative,yes
chr7,137250056,137251790,hg19,chr10,131691086,131692848,hs232,negative,yes
chr7,142547513,142549546,hg19,chr11,1985072,1987372,hs1488,positive,yes
chr7,142551566,142554813,mm9,chr7,149737471,149740718,mm50,positive,yes
chr7,142568912,142573912,mm9,chr7,149754817,149759817,mm47,positive,yes
chr7,143049845,143051046,hg19,chr11,2395417,2396757,hs1775,negative,yes
chr7,143112060,143112968,mm9,chr7,150297965,150298873,mm183,negative,yes
chr7,143153813,143155333,mm9,chr7,150339718,150341238,mm603,negative,yes
chr7,143196346,143199475,hg19,chr11,2610931,2614716,hs2227,negative,yes
chr7,144993471,144997721,hg19,chr11,69308185,69312534,hs1920,negative,yes
chr7,145117572,145118950,hg19,chr11,69054197,69056378,hs2073,negative,yes
chr8,7158456,7160863,hg19,chr13,105768073,105771898,hs1991,positive,yes
chr8,7173668,7181141,hg19,chr13,105779751,105785542,hs1992,negative,yes
chr8,7439758,7441123,hg19,chr13,106015598,106016927,hs759,negative,yes
chr8,8102246,8104749,mm9,chr8,8102246,8104749,mm688,negative,yes
chr8,8488054,8491339,mm9,chr8,8488054,8491339,mm985,negative,yes
chr8,11356668,11359383,mm9,chr8,11356668,11359383,mm1362,negative,yes
chr8,11896202,11896925,hg19,chr13,112037298,112038041,hs621,negative,yes
chr8,12065991,12066965,hg19,chr13,112268067,112269088,hs1246,negative,yes
chr8,12462372,12463356,hg19,chr13,112793153,112794130,hs571,negative,yes
chr8,14071980,14074029,mm9,chr8,14071980,14074029,mm907,negative,yes
chr8,18711247,18712747,hg19,chr8,6385759,6386963,hs1823,negative,yes
chr8,25342689,25344335,mm9,chr8,26453161,26454807,mm610,positive,yes
chr8,25440188,25442103,mm9,chr8,26550660,26552575,mm919,positive,yes
chr8,25543011,25545762,mm9,chr8,26653483,26656234,mm612,positive,yes
chr8,26384788,26385647,hg19,chr8,36957851,36958723,hs631,negative,yes
chr8,26688782,26690360,hg19,chr8,37249594,37251182,hs302,positive,yes
chr8,26913996,26914881,hg19,chr8,37495309,37496204,hs834,positive,yes
chr8,27106327,27108431,mm9,chr8,28216799,28218903,mm136,negative,yes
chr8,29542874,29546065,hg19,chr8,34855837,34858630,hs1370,negative,yes
chr8,30647940,30649075,hg19,chr8,33891203,33892738,hs1715,negative,yes
chr8,30921431,30926501,hg19,chr8,33660674,33665591,hs1718,negative,yes
chr8,32303659,32305872,hg19,chr8,32063683,32067187,hs1719,negative,yes
chr8,33903821,33907069,mm9,chr8,35014293,35017541,mm70,negative,yes
chr8,46770571,46772246,mm9,chr8,47855925,47857600,mm9,negative,yes
chr8,46848055,46851393,hg19,chr4,185305050,185308214,hs1935,negative,yes
chr8,50708169,50709136,hg19,chr4,181201559,181202529,hs886,negative,yes
chr8,57327753,57329581,mm9,chr8,59806550,59808378,mm1284,negative,yes
chr8,57335225,57335793,hg19,chr4,174436313,174436870,hs494,negative,yes
chr8,57347180,57351136,mm9,chr8,59825977,59829933,mm844,negative,yes
chr8,57359264,57363084,mm9,chr8,59838061,59841881,mm847,negative,yes
chr8,77266899,77270239,hg19,chr4,148973160,148977273,hs2100,negative,yes
chr8,77671733,77672642,mm9,chr8,80195632,80196541,mm761,negative,yes
chr8,77707194,77708233,mm9,chr8,80231093,80232132,mm760,negative,yes
chr8,77722984,77723939,mm9,chr8,80246883,80247838,mm759,negative,yes
chr8,77987315,77989135,mm9,chr8,80511214,80513034,mm172,negative,yes
chr8,78001608,78002512,mm9,chr8,80525507,80526411,mm236,negative,yes
chr8,78740514,78743542,mm9,chr8,81264413,81267441,mm1335,negative,yes
chr8,79837629,79838677,hg19,chr4,145860001,145861281,hs904,negative,yes
chr8,80055436,80057136,hg19,chr4,145568248,145569955,hs905,negative,yes
chr8,80314047,80315941,hg19,chr4,145276813,145278719,hs906,positive,yes
chr8,80501065,80501915,mm9,chr8,83024964,83025814,mm25,negative,yes
chr8,84728902,84732705,mm9,chr8,87252801,87256604,mm21,negative,yes
chr8,84741926,84745072,hg19,chr19,13163511,13167355,hs1900,negative,yes
chr8,87120551,87122269,hg19,chr16,48912816,48914144,hs101,negative,yes
chr8,87151207,87154296,mm9,chr8,89675106,89678195,mm1336,negative,yes
chr8,87270550,87271379,hg19,chr16,49094466,49095242,hs124,negative,yes
chr8,87835970,87837269,hg19,chr16,49735099,49736449,hs625,negative,yes
chr8,88757982,88759109,hg19,chr16,50848355,50849656,hs85,negative,yes
chr8,88774689,88776074,hg19,chr16,50869692,50871098,hs162,negative,yes
chr8,88779183,88779972,hg19,chr16,50874863,50875709,hs84,negative,yes
chr8,88877161,88878261,hg19,chr16,50977028,50978183,hs83,negative,yes
chr8,88881293,88881923,hg19,chr16,50982029,50982689,hs82,negative,yes
chr8,88902694,88903557,hg19,chr16,51010690,51011608,hs81,negative,yes
chr8,88924828,88925618,hg19,chr16,51042253,51043115,hs80,negative,yes
chr8,88939020,88940224,hg19,chr16,51056311,51057592,hs79,negative,yes
chr8,88973175,88974114,hg19,chr16,51106148,51107109,hs78,negative,yes
chr8,88991556,88992644,hg19,chr16,51129207,51130306,hs77,negative,yes
chr8,89002204,89004697,mm9,chr8,91526103,91528596,mm659,negative,yes
chr8,89005819,89007424,hg19,chr16,51147012,51148642,hs152,negative,yes
chr8,89086387,89087574,hg19,chr16,51231121,51232362,hs76,negative,yes
chr8,89240948,89242638,hg19,chr16,51389295,51390719,hs75,negative,yes
chr8,89323884,89325178,hg19,chr16,51491799,51493025,hs848,negative,yes
chr8,89371089,89371832,hg19,chr16,51560196,51560925,hs74,negative,yes
chr8,89386848,89388302,hg19,chr16,51576725,51578101,hs73,negative,yes
chr8,89454508,89455383,hg19,chr16,51657810,51658716,hs72,positive,yes
chr8,89464933,89465803,hg19,chr16,51671181,51672039,hs71,negative,yes
chr8,89515749,89517087,hg19,chr16,51732148,51733614,hs70,negative,yes
chr8,89536202,89537046,hg19,chr16,51757191,51758243,hs69,negative,yes
chr8,89561872,89563081,hg19,chr16,51786180,51787369,hs68,negative,yes
chr8,89596225,89597315,hg19,chr16,51817305,51818432,hs66,negative,yes
chr8,89631806,89633060,hg19,chr16,51853597,51854931,hs160,negative,yes
chr8,89731015,89732913,hg19,chr16,51958288,51959688,hs65,negative,yes
chr8,89992683,89995450,mm9,chr8,92516582,92519349,mm1385,negative,yes
chr8,90011558,90012979,hg19,chr16,52242610,52244077,hs154,negative,yes
chr8,90203841,90204770,hg19,chr16,52436255,52437376,hs64,negative,yes
chr8,90213533,90214666,hg19,chr16,52446050,52447237,hs161,negative,yes
chr8,90243821,90246886,hg19,chr16,52468529,52471762,hs1300,positive,yes
chr8,90276086,90277206,hg19,chr16,52503834,52504926,hs63,negative,yes
chr8,90301584,90303038,hg19,chr16,52530541,52531971,hs62,negative,yes
chr8,90322237,90323493,hg19,chr16,52551597,52552835,hs164,negative,yes
chr8,90327959,90329477,hg19,chr16,52557406,52558785,hs153,negative,yes
chr8,90494121,90499562,hg19,chr16,52740114,52744871,hs1682,negative,yes
chr8,90738604,90742411,mm9,chr8,93262503,93266310,mm871,negative,yes
chr8,91170647,91172060,hg19,chr16,53563054,53564455,hs859,negative,yes
chr8,91185300,91186231,hg19,chr16,53578034,53578985,hs60,negative,yes
chr8,91305057,91306285,hg19,chr16,53726316,53727556,hs59,negative,yes
chr8,91342028,91342872,hg19,chr16,53760298,53761157,hs58,negative,yes
chr8,91491445,91492009,hg19,chr16,53929213,53929824,hs57,negative,yes
chr8,91508767,91510326,hg19,chr16,53948201,53949846,hs155,negative,yes
chr8,91538299,91539821,hg19,chr16,53986630,53988193,hs157,negative,yes
chr8,91545727,91547572,hg19,chr16,53994058,53995943,hs156,negative,yes
